MTgenes,G2Mgenes,Sgenes,RMgenes
,,,AMEX60DDU001003940
,,,AMEX60DDU001003942
,,,AMEX60DDU001003943
,,,AMEX60DDU001003944
,,,AMEX60DDU001003945
,,,AMEX60DDU001003946
,,,AMEX60DDU001003947
,,,AMEX60DDU001003948
,,,AMEX60DDU001003949
,,,AMEX60DDU001003950
,,,AMEX60DDU001003951
,,,AMEX60DDU001003952
,,,AMEX60DDU001003953
,,,AMEX60DDU001003954
,,,AMEX60DDU001003955
,,,AMEX60DDU001003958
,,,AMEX60DDU001003959
,,,AMEX60DDU001003962
,,,AMEX60DDU001003963
,,,AMEX60DDU001003964
,,,AMEX60DDU001003965
,,,AMEX60DDU001003966
,,,AMEX60DDU001003967
,,,AMEX60DDU001003968
,,,AMEX60DDU001003969
,,,AMEX60DDU001003970
,,,AMEX60DDU001003972
,,,AMEX60DDU001003973
,,,AMEX60DDU001003974
,,,AMEX60DDU001003976
,,,AMEX60DDU001003977
,,,AMEX60DDU001003978
,,,AMEX60DDU001003981
,,,AMEX60DDU001003982
,,,AMEX60DDU001003984
,,,AMEX60DDU001003985
,,,AMEX60DDU001003986
,,,AMEX60DDU001003987
,,,AMEX60DDU001003989
,,,AMEX60DDU001003990
,,,AMEX60DDU001003991
,,,AMEX60DDU001003992
,,,AMEX60DDU001003994
,,,AMEX60DDU001003995
,,,AMEX60DDU001003996
,,,AMEX60DDU001003997
,,,AMEX60DDU001003998
,,,AMEX60DDU001003999
,,,AMEX60DDU001004003
,,,AMEX60DDU001004005
,,,AMEX60DDU001004008
,,,AMEX60DDU001004009
,,,AMEX60DDU001004010
,,,AMEX60DDU001004012
,,,AMEX60DDU001004013
,,,AMEX60DDU001004014
,,,AMEX60DDU001004015
,,,AMEX60DDU001004017
,,,RTL1::AMEX60DDU001004037
,,,AMEX60DDU001004040
,,,AMEX60DDU001004041
,,,AMEX60DDU001004042
,,,AMEX60DDU001004043
,,,AMEX60DDU001004044
,,,AMEX60DDU001004045
,,,AMEX60DDU001004046
,,,AMEX60DDU001004047
,,,AMEX60DDU001004048
,,,AMEX60DDU001004049
,,,AMEX60DDU001004050
,,,AMEX60DDU001004051
,,,AMEX60DDU001004052
,,,AMEX60DDU001004053
,,,AMEX60DDU001004054
,,,AMEX60DDU001004055
,,,AMEX60DDU001004056
,,,AMEX60DDU001004058
,,,AMEX60DDU001004060
,,,AMEX60DDU001004061
,,,AMEX60DDU001004063
,,,AMEX60DDU001004064
,,,AMEX60DDU001004065
,,,AMEX60DDU001004069
,,,AMEX60DDU001004070
,,,AMEX60DDU001004073
,,,AMEX60DDU001004074
,,,AMEX60DDU001004075
,,,AMEX60DDU001004076
,,,AMEX60DDU001004077
,,,AMEX60DDU001004078
,,,AMEX60DDU001004080
,,,AMEX60DDU001004085
,,,AMEX60DDU001004086
,,,AMEX60DDU001004087
,,,AMEX60DDU001004089
,,,AMEX60DDU001004090
,,,AMEX60DDU001004091
,,,AMEX60DDU001004092
,,,AMEX60DDU001004093
,,,AMEX60DDU001004094
,,,AMEX60DDU001004097
,,,AMEX60DDU001004100
,,,AMEX60DDU001004101
,,,AMEX60DDU001004102
,,,AMEX60DDU001004108
,,,AMEX60DDU001004111
,,,AMEX60DDU001004112
,,,AMEX60DDU001004117
,,,AMEX60DDU001004118
,,,AMEX60DDU001004119
,,,AMEX60DDU001004121
,,,AMEX60DDU001004122
,,,AMEX60DDU001004123
,,,AMEX60DDU001004124
,,,AMEX60DDU001004125
,,,AMEX60DDU001004126
,,,AMEX60DDU001004127
,,,AMEX60DDU001004128
,,,AMEX60DDU001004129
,,,AMEX60DDU001004130
,,,AMEX60DDU001004131
,,,AMEX60DDU001004132
,,,AMEX60DDU001004133
,,,AMEX60DDU001004135
,,,AMEX60DDU001004137
,,,AMEX60DDU001004138
,,,AMEX60DDU001004139
,,,AMEX60DDU001004140
,,,AMEX60DDU001004141
,,,AMEX60DDU001004143
,,,AMEX60DDU001004144
,,,AMEX60DDU001004145
,,,AMEX60DDU001004147
,,,AMEX60DDU001004148
,,,AMEX60DDU001004149
,,,AMEX60DDU001004150
,,,AMEX60DDU001004152
,,,AMEX60DDU001004154
,,,AMEX60DDU001004156
,,,AMEX60DDU001004157
,,,AMEX60DDU001004158
,,,AMEX60DDU001004159
,,,AMEX60DDU001004160
,,,AMEX60DDU001004161
,,,AMEX60DDU001004164
,,,AMEX60DDU001004166
,,,AMEX60DDU001004167
,,,AMEX60DDU001004180
,,,AMEX60DDU001004181
,,,AMEX60DDU001004182
,,,AMEX60DDU001004183
,,,AMEX60DDU001004184
,,,AMEX60DDU001004185
,,,AMEX60DDU001004186
,,,AMEX60DDU001004187
,,,AMEX60DDU001004189
,,,AMEX60DDU001004191
,,,AMEX60DDU001004192
,,,AMEX60DDU001004193
,,,AMEX60DDU001004194
,,,AMEX60DDU001004195
,,,AMEX60DDU001004197
,,,AMEX60DDU001004198
,,,AMEX60DDU001004199
,,,AMEX60DDU001004200
,,,AMEX60DDU001004203
,,,AMEX60DDU001004204
,,,AMEX60DDU001004205
,,,AMEX60DDU001004207
,,,AMEX60DDU001004208
,,,AMEX60DDU001004209
,,,AMEX60DDU001004210
,,,AMEX60DDU001004213
,,,AMEX60DDU001004215
,,,AMEX60DDU001004216
,,,AMEX60DDU001004219
,,,AMEX60DDU001004220
,,,AMEX60DDU001004222
,,,AMEX60DDU001004223
,,,AMEX60DDU001004224
,,,AMEX60DDU001004225
,,,AMEX60DDU001004226
,,,AMEX60DDU001004227
,,,AMEX60DDU001004228
,,,AMEX60DDU001004229
,,,AMEX60DDU001004230
,,,AMEX60DDU001004231
,,,AMEX60DDU001004232
,,,AMEX60DDU001004234
,,,AMEX60DDU001004235
,,,AMEX60DDU001004236
,,,AMEX60DDU001004237
,,,AMEX60DDU001004238
,,,AMEX60DDU001004239
,,,AMEX60DDU001004241
,,,AMEX60DDU001004242
,,,AMEX60DDU001004243
,,,AMEX60DDU001004244
,,,AMEX60DDU001004245
,,,AMEX60DDU001004246
,,,AMEX60DDU001004247
,,,AMEX60DDU001004248
,,,AMEX60DDU001004249
,,,AMEX60DDU001004250
,,,AMEX60DDU001004252
,,,AMEX60DDU001004253
,,,AMEX60DDU001004255
,,,AMEX60DDU001004256
,,,AMEX60DDU001004257
,,,AMEX60DDU001004261
,,,AMEX60DDU001004263
,,,AMEX60DDU001004265
,,,AMEX60DDU001004269
,,,AMEX60DDU001004270
,,,AMEX60DDU001004273
,,,AMEX60DDU001004274
,,,AMEX60DDU001004275
,,,AMEX60DDU001004276
,,,AMEX60DDU001004277
,,,AMEX60DDU001004278
,,,AMEX60DDU001004279
,,,AMEX60DDU001004280
,,,AMEX60DDU001004281
,,,AMEX60DDU001004282
,,,AMEX60DDU001004283
,,,AMEX60DDU001004284
,,,AMEX60DDU001004285
,,,AMEX60DDU001004286
,,,AMEX60DDU001004287
,,,AMEX60DDU001004288
,,,AMEX60DDU001004289
,,,AMEX60DDU001004290
,,,AMEX60DDU001004291
,,,AMEX60DDU001004294
,,,AMEX60DDU001004295
,,,AMEX60DDU001004296
,,,AMEX60DDU001004300
,,,AMEX60DDU001004301
,,,AMEX60DDU001004303
,,,AMEX60DDU001004305
,,,AMEX60DDU001004308
,,,AMEX60DDU001004309
,,,AMEX60DDU001004310
,,,AMEX60DDU001004311
,,,AMEX60DDU001004312
,,,AMEX60DDU001004316
,,,AMEX60DDU001004317
,,,AMEX60DDU001004319
,,,AMEX60DDU001004320
,,,AMEX60DDU001004321
,,,AMEX60DDU001004322
,,,AMEX60DDU001004323
,,,AMEX60DDU001004324
,,,AMEX60DDU001004325
,,,AMEX60DDU001004326
,,,AMEX60DDU001004327
,,,AMEX60DDU001004328
,,,AMEX60DDU001004329
,,,AMEX60DDU001004331
,,,AMEX60DDU001004332
,,,AMEX60DDU001004333
,,,AMEX60DDU001004335
,,,AMEX60DDU001004337
,,,AMEX60DDU001004338
,,,AMEX60DDU001004339
,,,RTL1::AMEX60DDU001004340
,,,AMEX60DDU001004342
,,,AMEX60DDU001004343
,,,AMEX60DDU001004344
,,,AMEX60DDU001004346
,,,AMEX60DDU001004347
,,,AMEX60DDU001004348
,,,AMEX60DDU001004349
,,,AMEX60DDU001004350
,,,AMEX60DDU001004351
,,,AMEX60DDU001004352
,,,AMEX60DDU001004355
,,,AMEX60DDU001004356
,,,AMEX60DDU001004357
,,,AMEX60DDU001004358
,,,AMEX60DDU001004359
,,,AMEX60DDU001004360
,,,AMEX60DDU001004361
,,,AMEX60DDU001004362
,,,AMEX60DDU001004364
,,,AMEX60DDU001004365
,,,AMEX60DDU001004366
,,,AMEX60DDU001004367
,,,AMEX60DDU001004373
,,,AMEX60DDU001004376
,,,AMEX60DDU001004377
,,,AMEX60DDU001004378
,,,AMEX60DDU001004381
,,,AMEX60DDU001004383
,,,AMEX60DDU001004387
,,,AMEX60DDU001004388
,,,AMEX60DDU001004389
,,,AMEX60DDU001004390
,,,AMEX60DDU001004391
,,,AMEX60DDU001004392
,,,AMEX60DDU001004393
,,,AMEX60DDU001004394
,,,AMEX60DDU001004395
,,,AMEX60DDU001004396
,,,AMEX60DDU001004398
,,,AMEX60DDU001004399
,,,AMEX60DDU001004401
,,,AMEX60DDU001004402
,,,AMEX60DDU001004405
,,,AMEX60DDU001004406
,,,AMEX60DDU001004407
,,,AMEX60DDU001004408
,,,AMEX60DDU001004409
,,,AMEX60DDU001004410
,,,AMEX60DDU001004411
,,,AMEX60DDU001004412
,,,AMEX60DDU001004413
,,,AMEX60DDU001004414
,,,AMEX60DDU001004415
,,,AMEX60DDU001004416
,,,AMEX60DDU001004417
,,,AMEX60DDU001004418
,,,AMEX60DDU001004420
,,,AMEX60DDU001004421
,,,AMEX60DDU001004422
,,,AMEX60DDU001004423
,,,AMEX60DDU001004424
,,,AMEX60DDU001004426
,,,AMEX60DDU001004427
,,,AMEX60DDU001004428
,,,AMEX60DDU001004429
,,,AMEX60DDU001004430
,,,AMEX60DDU001004432
,,,AMEX60DDU001004434
,,,AMEX60DDU001004435
,,,AMEX60DDU001004436
,,,AMEX60DDU001004437
,,,AMEX60DDU001004438
,,,AMEX60DDU001004439
,,,AMEX60DDU001004440
,,,AMEX60DDU001004441
,,,AMEX60DDU001004443
,,,AMEX60DDU001004444
,,,AMEX60DDU001004445
,,,AMEX60DDU001004446
,,,AMEX60DDU001004447
,,,AMEX60DDU001004448
,,,AMEX60DDU001004449
,,,AMEX60DDU001004451
,,,AMEX60DDU001004452
,,,RTL1::AMEX60DDU001004453
,,,AMEX60DDU001004454
,,,AMEX60DDU001004456
,,,AMEX60DDU001004457
,,,AMEX60DDU001004458
,,,AMEX60DDU001004461
,,,AMEX60DDU001004462
,,,AMEX60DDU001004463
,,,AMEX60DDU001004464
,,,AMEX60DDU001004465
,,,AMEX60DDU001004466
,,,AMEX60DDU001004467
,,,AMEX60DDU001004468
,,,AMEX60DDU001004470
,,,AMEX60DDU001004471
,,,AMEX60DDU001004472
,,,AMEX60DDU001004473
,,,AMEX60DDU001004476
,,,AMEX60DDU001004477
,,,AMEX60DDU001004478
,,,AMEX60DDU001004479
,,,AMEX60DDU001004480
,,,AMEX60DDU001004481
,,,AMEX60DDU001004484
,,,AMEX60DDU001004486
,,,AMEX60DDU001004488
,,,AMEX60DDU001004489
,,,AMEX60DDU001004490
,,,AMEX60DDU001004491
,,,AMEX60DDU001004492
,,,AMEX60DDU001004494
,,,AMEX60DDU001004495
,,,AMEX60DDU001004496
,,,AMEX60DDU001004497
,,,AMEX60DDU001004498
,,,AMEX60DDU001004499
,,,AMEX60DDU001004504
,,,AMEX60DDU001004506
,,,AMEX60DDU001004507
,,,AMEX60DDU001004508
,,,AMEX60DDU001004519
,,,AMEX60DDU001004522
,,,AMEX60DDU001004523
,,,AMEX60DDU001004534
,,,AMEX60DDU001004535
,,,AMEX60DDU001004536
,,,AMEX60DDU001004538
,,,AMEX60DDU001004540
,,,AMEX60DDU001004550
,,,AMEX60DDU001004552
,,,AMEX60DDU001004553
,,,AMEX60DDU001004554
,,,AMEX60DDU001004555
,,,AMEX60DDU001004556
,,,AMEX60DDU001004557
,,,AMEX60DDU001004559
,,,AMEX60DDU001004558
,,,AMEX60DDU001004560
,,,AMEX60DDU001004561
,,,AMEX60DDU001004562
,,,AMEX60DDU001004563
,,,AMEX60DDU001004564
,,,AMEX60DDU001004565
,,,AMEX60DDU001004566
,,,AMEX60DDU001004567
,,,AMEX60DDU001004568
,,,AMEX60DDU001004569
,,,AMEX60DDU001004570
,,,AMEX60DDU001004571
,,,AMEX60DDU001004572
,,,AMEX60DDU001004573
,,,AMEX60DDU001004576
,,,AMEX60DDU001004578
,,,AMEX60DDU001004579
,,,AMEX60DDU001004581
,,,AMEX60DDU001004582
,,,AMEX60DDU001004583
,,,AMEX60DDU001004584
,,,AMEX60DDU001004585
,,,AMEX60DDU001004586
,,,AMEX60DDU001004587
,,,AMEX60DDU001004588
,,,AMEX60DDU001004589
,,,AMEX60DDU001004590
,,,AMEX60DDU001004591
,,,AMEX60DDU001004592
,,,AMEX60DDU001004593
,,,AMEX60DDU001004594
,,,AMEX60DDU001004595
,,,AMEX60DDU001004596
,,,AMEX60DDU001004598
,,,AMEX60DDU001004600
,,,AMEX60DDU001004601
,,,AMEX60DDU001004603
,,,AMEX60DDU001004604
,,,AMEX60DDU001004605
,,,AMEX60DDU001004606
,,,AMEX60DDU001004607
,,,AMEX60DDU001004608
,,,AMEX60DDU001004609
,,,AMEX60DDU001004610
,,,AMEX60DDU001004611
,,,AMEX60DDU001004613
,,,AMEX60DDU001004614
,,,AMEX60DDU001004615
,,,AMEX60DDU001004616
,,,AMEX60DDU001004618
,,,AMEX60DDU001004619
,,,AMEX60DDU001004620
,,,AMEX60DDU001004623
,,,AMEX60DDU001004624
,,,AMEX60DDU001004629
,,,AMEX60DDU001004630
,,,AMEX60DDU001004631
,,,AMEX60DDU001004633
,,,AMEX60DDU001004634
,,,AMEX60DDU001004635
,,,AMEX60DDU001004636
,,,AMEX60DDU001004637
,,,AMEX60DDU001004638
,,,AMEX60DDU001004639
,,,AMEX60DDU001004640
,,,AMEX60DDU001004641
,,,AMEX60DDU001004642
,,,AMEX60DDU001004643
,,,AMEX60DDU001004644
,,,AMEX60DDU001004647
,,,AMEX60DDU001004648
,,,AMEX60DDU001004649
,,,AMEX60DDU001004650
,,,AMEX60DDU001004651
,,,AMEX60DDU001004652
,,,AMEX60DDU001004653
,,,AMEX60DDU001004654
,,,AMEX60DDU001004659
,,,AMEX60DDU001004660
,,,AMEX60DDU001004663
,,,AMEX60DDU001004664
,,,AMEX60DDU001004666
,,,AMEX60DDU001004667
,,,AMEX60DDU001004668
,,,AMEX60DDU001004669
,,,AMEX60DDU001004671
,,,AMEX60DDU001004672
,,,AMEX60DDU001004673
,,,AMEX60DDU001004674
,,,AMEX60DDU001004675
,,,AMEX60DDU001004676
,,,AMEX60DDU001004678
,,,AMEX60DDU001004679
,,,AMEX60DDU001004680
,,,AMEX60DDU001004682
,,,AMEX60DDU001004685
,,,AMEX60DDU001004686
,,,AMEX60DDU001004687
,,,AMEX60DDU001004688
,,,AMEX60DDU001004689
,,,AMEX60DDU001004690
,,,AMEX60DDU001004691
,,,AMEX60DDU001004693
,,,AMEX60DDU001004694
,,,AMEX60DDU001004695
,,,AMEX60DDU001004697
,,,AMEX60DDU001004712
,,,AMEX60DDU001004716
,,,AMEX60DDU001004718
,,,AMEX60DDU001004720
,,,AMEX60DDU001004721
,,,AMEX60DDU001004723
,,,AMEX60DDU001004724
,,,AMEX60DDU001004725
,,,AMEX60DDU001004726
,,,AMEX60DDU001004727
,,,AMEX60DDU001004729
,,,AMEX60DDU001004730
,,,AMEX60DDU001004732
,,,GIN1::AMEX60DDU001004735
,,,AMEX60DDU001004736
,,,AMEX60DDU001004737
,,,AMEX60DDU001004739
,,,AMEX60DDU001004740
,,,AMEX60DDU001004745
,,,AMEX60DDU001004748
,,,AMEX60DDU001004757
,,,AMEX60DDU001004758
,,,AMEX60DDU001004759
,,,AMEX60DDU001004766
,,,AMEX60DDU001004767
,,,AMEX60DDU001004768
,,,AMEX60DDU001004770
,,,AMEX60DDU001004771
,,,AMEX60DDU001004773
,,,AMEX60DDU001004774
,,,AMEX60DDU001004775
,,,AMEX60DDU001004776
,,,AMEX60DDU001004777
,,,AMEX60DDU001004778
,,,AMEX60DDU001004793
,,,AMEX60DDU001004794
,,,AMEX60DDU001004798
,,,AMEX60DDU001004800
,,,AMEX60DDU001004801
,,,AMEX60DDU001004803
,,,AMEX60DDU001004804
,,,AMEX60DDU001004806
,,,AMEX60DDU001004807
,,,AMEX60DDU001004810
,,,AMEX60DDU001004811
,,,AMEX60DDU001004813
,,,AMEX60DDU001004815
,,,AMEX60DDU001004820
,,,AMEX60DDU001004821
,,,AMEX60DDU001004822
,,,AMEX60DDU001004823
,,,AMEX60DDU001004824
,,,AMEX60DDU001004825
,,,AMEX60DDU001004826
,,,AMEX60DDU001004827
,,,AMEX60DDU001004828
,,,AMEX60DDU001004829
,,,AMEX60DDU001004834
,,,AMEX60DDU001004835
,,,AMEX60DDU001004836
,,,AMEX60DDU001004837
,,,AMEX60DDU001004838
,,,AMEX60DDU001004839
,,,AMEX60DDU001004840
,,,AMEX60DDU001004841
,,,AMEX60DDU001004844
,,,AMEX60DDU001004845
,,,AMEX60DDU001004846
,,,AMEX60DDU001004848
,,,AMEX60DDU001004852
,,,AMEX60DDU001004853
,,,AMEX60DDU001004858
,,,AMEX60DDU001004861
,,,AMEX60DDU001004862
,,,AMEX60DDU001004864
,,,AMEX60DDU001004865
,,,AMEX60DDU001004866
,,,AMEX60DDU001004868
,,,AMEX60DDU001004869
,,,AMEX60DDU001004870
,,,AMEX60DDU001004871
,,,AMEX60DDU001004876
,,,AMEX60DDU001004877
,,,AMEX60DDU001004882
,,,AMEX60DDU001004884
,,,AMEX60DDU001004886
,,,AMEX60DDU001004888
,,,AMEX60DDU001004889
,,,AMEX60DDU001004898
,,,AMEX60DDU001004899
,,,AMEX60DDU001004900
,,,AMEX60DDU001004902
,,,AMEX60DDU001004903
,,,AMEX60DDU001004904
,,,RTL1::AMEX60DDU001004905
,,,AMEX60DDU001004906
,,,AMEX60DDU001004907
,,,AMEX60DDU001004908
,,,AMEX60DDU001004909
,,,AMEX60DDU001004910
,,,AMEX60DDU001004911
,,,AMEX60DDU001004912
,,,AMEX60DDU001004913
,,,AMEX60DDU001004920
,,,AMEX60DDU001004923
,,,AMEX60DDU001004924
,,,AMEX60DDU001004926
,,,AMEX60DDU001004929
,,,AMEX60DDU001004931
,,,AMEX60DDU001004932
,,,AMEX60DDU001004933
,,,AMEX60DDU001004936
,,,AMEX60DDU001004937
,,,AMEX60DDU001004940
,,,AMEX60DDU001004942
,,,AMEX60DDU001004943
,,,AMEX60DDU001004945
,,,AMEX60DDU001004946
,,,AMEX60DDU001004947
,,,AMEX60DDU001004948
,,,AMEX60DDU001004949
,,,AMEX60DDU001004950
,,,AMEX60DDU001004951
,,,AMEX60DDU001004956
,,,AMEX60DDU001004957
,,,AMEX60DDU001004958
,,,AMEX60DDU001004959
,,,AMEX60DDU001004960
,,,AMEX60DDU001004962
,,,AMEX60DDU001004963
,,,AMEX60DDU001004964
,,,AMEX60DDU001004965
,,,AMEX60DDU001004967
,,,AMEX60DDU001004968
,,,AMEX60DDU001004969
,,,AMEX60DDU001004970
,,,AMEX60DDU001004973
,,,AMEX60DDU001004974
,,,AMEX60DDU001004976
,,,AMEX60DDU001004978
,,,AMEX60DDU001004979
,,,AMEX60DDU001004980
,,,AMEX60DDU001004981
,,,AMEX60DDU001004982
,,,AMEX60DDU001004983
,,,AMEX60DDU001004984
,,,RTL1::AMEX60DDU001004988
,,,AMEX60DDU001004989
,,,AMEX60DDU001004990
,,,AMEX60DDU001004991
,,,AMEX60DDU001004992
,,,AMEX60DDU001004993
,,,AMEX60DDU001004995
,,,L1TD1-LIKE::AMEX60DDU001004996
,,,AMEX60DDU001004997
,,,L1-RT::AMEX60DDU001004998
,,,AMEX60DDU001004999
,,,AMEX60DDU001005000
,,,L1TD1-LIKE::AMEX60DDU001005001
,,,AMEX60DDU001005003
,,,AMEX60DDU001005004
,,,AMEX60DDU001005005
,,,AMEX60DDU001005015
,,,AMEX60DDU001005019
,,,AMEX60DDU001005020
,,,AMEX60DDU001005023
,,,AMEX60DDU001005024
,,,AMEX60DDU001005026
,,,AMEX60DDU001005027
,,,AMEX60DDU001005029
,,,AMEX60DDU001005030
,,,AMEX60DDU001005037
,,,AMEX60DDU001005038
,,,RTL1::AMEX60DDU001005041
,,,AMEX60DDU001005043
,,,AMEX60DDU001005044
,,,AMEX60DDU001005045
,,,AMEX60DDU001005046
,,,AMEX60DDU001005048
,,,AMEX60DDU001005049
,,,AMEX60DDU001005050
,,,AMEX60DDU001005052
,,,AMEX60DDU001005053
,,,AMEX60DDU001005054
,,,AMEX60DDU001005055
,,,AMEX60DDU001005056
,,,AMEX60DDU001005057
,,,AMEX60DDU001005058
,,,AMEX60DDU001005059
,,,AMEX60DDU001005060
,,,AMEX60DDU001005061
,,,AMEX60DDU001005062
,,,AMEX60DDU001005063
,,,RTL1::AMEX60DDU001005064
,,,AMEX60DDU001005066
,,,AMEX60DDU001005073
,,,AMEX60DDU001005074
,,,AMEX60DDU001005078
,,,AMEX60DDU001005079
,,,AMEX60DDU001005080
,,,AMEX60DDU001005081
,,,AMEX60DDU001005082
,,,AMEX60DDU001005083
,,,AMEX60DDU001005084
,,,AMEX60DDU001005085
,,,AMEX60DDU001005086
,,,AMEX60DDU001005088
,,,AMEX60DDU001005089
,,,AMEX60DDU001005091
,,,AMEX60DDU001005092
,,,AMEX60DDU001005093
,,,AMEX60DDU001005094
,,,AMEX60DDU001005101
,,,AMEX60DDU001005102
,,,AMEX60DDU001005103
,,,AMEX60DDU001005104
,,,AMEX60DDU001005105
,,,AMEX60DDU001005106
,,,AMEX60DDU001005107
,,,AMEX60DDU001005108
,,,AMEX60DDU001005109
,,,AMEX60DDU001005110
,,,L1TD1-LIKE::AMEX60DDU001005112
,,,AMEX60DDU001005120
,,,AMEX60DDU001005121
,,,AMEX60DDU001005122
,,,AMEX60DDU001005123
,,,AMEX60DDU001005125
,,,AMEX60DDU001005126
,,,AMEX60DDU001005127
,,,AMEX60DDU001005128
,,,AMEX60DDU001005129
,,,AMEX60DDU001005130
,,,AMEX60DDU001005131
,,,AMEX60DDU001005132
,,,AMEX60DDU001005133
,,,AMEX60DDU001005134
,,,AMEX60DDU001005136
,,,L1TD1-LIKE::AMEX60DDU001005139
,,,AMEX60DDU001005142
,,,AMEX60DDU001005143
,,,AMEX60DDU001005144
,,,AMEX60DDU001005146
,,,AMEX60DDU001005147
,,,AMEX60DDU001005157
,,,AMEX60DDU001005158
,,,AMEX60DDU001005161
,,,AMEX60DDU001005160
,,,AMEX60DDU001005167
,,,AMEX60DDU001005169
,,,AMEX60DDU001005170
,,,AMEX60DDU001005171
,,,AMEX60DDU001005173
,,,AMEX60DDU001005174
,,,AMEX60DDU001005175
,,,AMEX60DDU001005176
,,,AMEX60DDU001005177
,,,AMEX60DDU001005178
,,,AMEX60DDU001005179
,,,AMEX60DDU001005180
,,,AMEX60DDU001005181
,,,AMEX60DDU001005184
,,,AMEX60DDU001005185
,,,AMEX60DDU001005187
,,,AMEX60DDU001005196
,,,AMEX60DDU001005200
,,,AMEX60DDU001005203
,,,AMEX60DDU001005207
,,,AMEX60DDU001005208
,,,AMEX60DDU001005209
,,,AMEX60DDU001005210
,,,AMEX60DDU001005211
,,,AMEX60DDU001005212
,,,AMEX60DDU001005213
,,,AMEX60DDU001005214
,,,AMEX60DDU001005215
,,,AMEX60DDU001005216
,,,AMEX60DDU001005217
,,,AMEX60DDU001005218
,,,AMEX60DDU001005219
,,,RTL1::AMEX60DDU001005230
,,,AMEX60DDU001005231
,,,AMEX60DDU001005237
,,,AMEX60DDU001005239
,,,AMEX60DDU001005240
,,,AMEX60DDU001005241
,,,AMEX60DDU001005242
,,,AMEX60DDU001005243
,,,AMEX60DDU001005244
,,,AMEX60DDU001005248
,,,AMEX60DDU001005249
,,,AMEX60DDU001005257
,,,AMEX60DDU001005258
,,,AMEX60DDU001005262
,,,AMEX60DDU001005265
,,,AMEX60DDU001005266
,,,AMEX60DDU001005270
,,,AMEX60DDU001005271
,,,AMEX60DDU001005272
,,,AMEX60DDU001005273
,,,AMEX60DDU001005275
,,,AMEX60DDU001005278
,,,AMEX60DDU001005279
,,,AMEX60DDU001005281
,,,AMEX60DDU001005282
,,,AMEX60DDU001005283
,,,AMEX60DDU001005284
,,,AMEX60DDU001005285
,,,AMEX60DDU001005286
,,,AMEX60DDU001005287
,,,AMEX60DDU001005288
,,,AMEX60DDU001005289
,,,AMEX60DDU001005291
,,,AMEX60DDU001005292
,,,AMEX60DDU001005293
,,,AMEX60DDU001005294
,,,AMEX60DDU001005296
,,,AMEX60DDU001005297
,,,AMEX60DDU001005298
,,,AMEX60DDU001005300
,,,AMEX60DDU001005303
,,,AMEX60DDU001005304
,,,AMEX60DDU001005305
,,,AMEX60DDU001005306
,,,AMEX60DDU001005307
,,,AMEX60DDU001005309
,,,AMEX60DDU001005310
,,,AMEX60DDU001005311
,,,AMEX60DDU001005312
,,,AMEX60DDU001005313
,,,AMEX60DDU001005314
,,,AMEX60DDU001005315
,,,AMEX60DDU001005316
,,,AMEX60DDU001005319
,,,AMEX60DDU001005321
,,,AMEX60DDU001005322
,,,AMEX60DDU001005323
,,,AMEX60DDU001005324
,,,AMEX60DDU001005326
,,,AMEX60DDU001005327
,,,AMEX60DDU001005330
,,,AMEX60DDU001005336
,,,AMEX60DDU001005338
,,,AMEX60DDU001005339
,,,AMEX60DDU001005340
,,,AMEX60DDU001005341
,,,AMEX60DDU001005342
,,,AMEX60DDU001005343
,,,AMEX60DDU001005344
,,,AMEX60DDU001005345
,,,AMEX60DDU001005346
,,,AMEX60DDU001005347
,,,AMEX60DDU001005349
,,,AMEX60DDU001005351
,,,AMEX60DDU001005352
,,,AMEX60DDU001005353
,,,AMEX60DDU001005355
,,,AMEX60DDU001005356
,,,AMEX60DDU001005359
,,,AMEX60DDU001005360
,,,AMEX60DDU001005362
,,,AMEX60DDU001005363
,,,AMEX60DDU001005364
,,,AMEX60DDU001005365
,,,AMEX60DDU001005366
,,,AMEX60DDU001005367
,,,AMEX60DDU001005368
,,,AMEX60DDU001005369
,,,AMEX60DDU001005370
,,,AMEX60DDU001005371
,,,AMEX60DDU001005372
,,,AMEX60DDU001005373
,,,AMEX60DDU001005374
,,,AMEX60DDU001005375
,,,AMEX60DDU001005376
,,,AMEX60DDU001005377
,,,AMEX60DDU001005379
,,,AMEX60DDU001005384
,,,AMEX60DDU001005386
,,,AMEX60DDU001005388
,,,AMEX60DDU001005390
,,,AMEX60DDU001005391
,,,AMEX60DDU001005392
,,,AMEX60DDU001005394
,,,AMEX60DDU001005393
,,,AMEX60DDU001005395
,,,AMEX60DDU001005396
,,,AMEX60DDU001005397
,,,AMEX60DDU001005400
,,,AMEX60DDU001005401
,,,AMEX60DDU001005402
,,,AMEX60DDU001005403
,,,AMEX60DDU001005405
,,,AMEX60DDU001005406
,,,AMEX60DDU001005407
,,,AMEX60DDU001005408
,,,AMEX60DDU001005409
,,,AMEX60DDU001005410
,,,AMEX60DDU001005411
,,,AMEX60DDU001005412
,,,AMEX60DDU001005413
,,,AMEX60DDU001005414
,,,AMEX60DDU001005416
,,,AMEX60DDU001005419
,,,AMEX60DDU001005420
,,,AMEX60DDU001005422
,,,AMEX60DDU001005423
,,,AMEX60DDU001005424
,,,AMEX60DDU001005425
,,,AMEX60DDU001005426
,,,AMEX60DDU001005428
,,,AMEX60DDU001005429
