MTgenes,G2Mgenes,Sgenes,RMgenes
,,,AMEX60DDU001002359
,,,AMEX60DDU001002361
,,,AMEX60DDU001002362
,,,AMEX60DDU001002363
,,,AMEX60DDU001002364
,,,AMEX60DDU001002365
,,,AMEX60DDU001002367
,,,AMEX60DDU001002372
,,,AMEX60DDU001002373
,,,AMEX60DDU001002377
,,,AMEX60DDU001002378
,,,AMEX60DDU001002379
,,,AMEX60DDU001002383
,,,AMEX60DDU001002385
,,,AMEX60DDU001002386
,,,AMEX60DDU001002387
,,,AMEX60DDU001002388
,,,AMEX60DDU001002389
,,,AMEX60DDU001002391
,,,AMEX60DDU001002392
,,,AMEX60DDU001002394
,,,AMEX60DDU001002395
,,,AMEX60DDU001002396
,,,AMEX60DDU001002397
,,,AMEX60DDU001002398
,,,AMEX60DDU001002399
,,,AMEX60DDU001002401
,,,AMEX60DDU001002402
,,,AMEX60DDU001002405
,,,AMEX60DDU001002406
,,,AMEX60DDU001002407
,,,AMEX60DDU001002408
,,,AMEX60DDU001002410
,,,AMEX60DDU001002411
,,,AMEX60DDU001002412
,,,AMEX60DDU001002421
,,,AMEX60DDU001002423
,,,AMEX60DDU001002424
,,,AMEX60DDU001002425
,,,AMEX60DDU001002426
,,,AMEX60DDU001002427
,,,AMEX60DDU001002428
,,,AMEX60DDU001002429
,,,AMEX60DDU001002432
,,,AMEX60DDU001002433
,,,AMEX60DDU001002434
,,,AMEX60DDU001002435
,,,AMEX60DDU001002438
,,,AMEX60DDU001002439
,,,AMEX60DDU001002440
,,,AMEX60DDU001002441
,,,AMEX60DDU001002442
,,,AMEX60DDU001002444
,,,AMEX60DDU001002445
,,,AMEX60DDU001002450
,,,AMEX60DDU001002451
,,,AMEX60DDU001002455
,,,AMEX60DDU001002457
,,,AMEX60DDU001002458
,,,AMEX60DDU001002461
,,,AMEX60DDU001002462
,,,AMEX60DDU001002463
,,,AMEX60DDU001002464
,,,AMEX60DDU001002465
,,,AMEX60DDU001002466
,,,AMEX60DDU001002467
,,,AMEX60DDU001002468
,,,AMEX60DDU001002469
,,,AMEX60DDU001002473
,,,AMEX60DDU001002474
,,,AMEX60DDU001002475
,,,AMEX60DDU001002476
,,,AMEX60DDU001002480
,,,AMEX60DDU001002482
,,,AMEX60DDU001002484
,,,AMEX60DDU001002485
,,,AMEX60DDU001002488
,,,AMEX60DDU001002490
,,,AMEX60DDU001002491
,,,AMEX60DDU001002492
,,,AMEX60DDU001002493
,,,AMEX60DDU001002494
,,,AMEX60DDU001002495
,,,AMEX60DDU001002497
,,,AMEX60DDU001002498
,,,AMEX60DDU001002499
,,,AMEX60DDU001002500
,,,AMEX60DDU001002501
,,,AMEX60DDU001002502
,,,AMEX60DDU001002503
,,,AMEX60DDU001002504
,,,AMEX60DDU001002505
,,,AMEX60DDU001002506
,,,AMEX60DDU001002507
,,,AMEX60DDU001002508
,,,AMEX60DDU001002509
,,,AMEX60DDU001002510
,,,AMEX60DDU001002511
,,,AMEX60DDU001002512
,,,AMEX60DDU001002514
,,,AMEX60DDU001002516
,,,AMEX60DDU001002518
,,,AMEX60DDU001002519
,,,AMEX60DDU001002521
,,,AMEX60DDU001002522
,,,AMEX60DDU001002523
,,,AMEX60DDU001002524
,,,AMEX60DDU001002525
,,,AMEX60DDU001002526
,,,AMEX60DDU001002527
,,,AMEX60DDU001002528
,,,AMEX60DDU001002531
,,,AMEX60DDU001002532
,,,AMEX60DDU001002533
,,,AMEX60DDU001002534
,,,AMEX60DDU001002535
,,,AMEX60DDU001002537
,,,AMEX60DDU001002538
,,,AMEX60DDU001002539
,,,AMEX60DDU001002540
,,,AMEX60DDU001002541
,,,AMEX60DDU001002542
,,,AMEX60DDU001002551
,,,AMEX60DDU001002552
,,,AMEX60DDU001002553
,,,AMEX60DDU001002554
,,,AMEX60DDU001002555
,,,AMEX60DDU001002556
,,,AMEX60DDU001002558
,,,AMEX60DDU001002559
,,,AMEX60DDU001002560
,,,AMEX60DDU001002565
,,,AMEX60DDU001002566
,,,AMEX60DDU001002567
,,,AMEX60DDU001002568
,,,AMEX60DDU001002569
,,,AMEX60DDU001002571
,,,AMEX60DDU001002572
,,,AMEX60DDU001002573
,,,AMEX60DDU001002579
,,,AMEX60DDU001002580
,,,AMEX60DDU001002581
,,,AMEX60DDU001002582
,,,AMEX60DDU001002584
,,,AMEX60DDU001002586
,,,AMEX60DDU001002587
,,,AMEX60DDU001002588
,,,AMEX60DDU001002590
,,,AMEX60DDU001002591
,,,AMEX60DDU001002593
,,,AMEX60DDU001002600
,,,AMEX60DDU001002602
,,,AMEX60DDU001002603
,,,AMEX60DDU001002604
,,,AMEX60DDU001002605
,,,AMEX60DDU001002606
,,,AMEX60DDU001002608
,,,AMEX60DDU001002609
,,,AMEX60DDU001002610
,,,AMEX60DDU001002611
,,,AMEX60DDU001002612
,,,AMEX60DDU001002613
,,,AMEX60DDU001002614
,,,AMEX60DDU001002616
,,,AMEX60DDU001002617
,,,AMEX60DDU001002618
,,,AMEX60DDU001002620
,,,AMEX60DDU001002623
,,,AMEX60DDU001002624
,,,AMEX60DDU001002625
,,,AMEX60DDU001002626
,,,AMEX60DDU001002627
,,,AMEX60DDU001002628
,,,AMEX60DDU001002629
,,,AMEX60DDU001002631
,,,AMEX60DDU001002632
,,,AMEX60DDU001002633
,,,AMEX60DDU001002634
,,,AMEX60DDU001002635
,,,AMEX60DDU001002638
,,,AMEX60DDU001002639
,,,AMEX60DDU001002640
,,,AMEX60DDU001002641
,,,AMEX60DDU001002642
,,,AMEX60DDU001002643
,,,AMEX60DDU001002644
,,,AMEX60DDU001002645
,,,AMEX60DDU001002646
,,,AMEX60DDU001002647
,,,AMEX60DDU001002648
,,,AMEX60DDU001002650
,,,AMEX60DDU001002652
,,,AMEX60DDU001002653
,,,AMEX60DDU001002654
,,,AMEX60DDU001002656
,,,AMEX60DDU001002659
,,,AMEX60DDU001002660
,,,AMEX60DDU001002661
,,,AMEX60DDU001002663
,,,AMEX60DDU001002665
,,,AMEX60DDU001002679
,,,AMEX60DDU001002680
,,,AMEX60DDU001002681
,,,AMEX60DDU001002683
,,,AMEX60DDU001002684
,,,AMEX60DDU001002685
,,,AMEX60DDU001002687
,,,AMEX60DDU001002689
,,,AMEX60DDU001002690
,,,AMEX60DDU001002691
,,,AMEX60DDU001002692
,,,AMEX60DDU001002694
,,,AMEX60DDU001002699
,,,AMEX60DDU001002701
,,,AMEX60DDU001002702
,,,AMEX60DDU001002704
,,,AMEX60DDU001002706
,,,AMEX60DDU001002711
,,,AMEX60DDU001002712
,,,AMEX60DDU001002713
,,,AMEX60DDU001002715
,,,RTL1::AMEX60DDU001002717
,,,AMEX60DDU001002719
,,,AMEX60DDU001002720
,,,AMEX60DDU001002724
,,,AMEX60DDU001002725
,,,AMEX60DDU001002727
,,,AMEX60DDU001002728
,,,AMEX60DDU001002730
,,,AMEX60DDU001002733
,,,AMEX60DDU001002734
,,,AMEX60DDU001002735
,,,AMEX60DDU001002737
,,,AMEX60DDU001002738
,,,AMEX60DDU001002739
,,,AMEX60DDU001002740
,,,AMEX60DDU001002741
,,,AMEX60DDU001002746
,,,AMEX60DDU001002748
,,,AMEX60DDU001002749
,,,AMEX60DDU001002750
,,,AMEX60DDU001002753
,,,AMEX60DDU001002754
,,,AMEX60DDU001002756
,,,AMEX60DDU001002760
,,,AMEX60DDU001002761
,,,AMEX60DDU001002762
,,,AMEX60DDU001002763
,,,AMEX60DDU001002768
,,,AMEX60DDU001002770
,,,AMEX60DDU001002771
,,,AMEX60DDU001002773
,,,AMEX60DDU001002777
,,,AMEX60DDU001002778
,,,AMEX60DDU001002779
,,,AMEX60DDU001002780
,,,AMEX60DDU001002781
,,,AMEX60DDU001002782
,,,AMEX60DDU001002783
,,,AMEX60DDU001002785
,,,AMEX60DDU001002786
,,,AMEX60DDU001002787
,,,AMEX60DDU001002789
,,,AMEX60DDU001002797
,,,AMEX60DDU001002801
,,,AMEX60DDU001002809
,,,AMEX60DDU001002810
,,,AMEX60DDU001002811
,,,AMEX60DDU001002812
,,,AMEX60DDU001002813
,,,AMEX60DDU001002816
,,,AMEX60DDU001002818
,,,AMEX60DDU001002819
,,,AMEX60DDU001002834
,,,AMEX60DDU001002836
,,,AMEX60DDU001002843
,,,AMEX60DDU001002844
,,,AMEX60DDU001002845
,,,AMEX60DDU001002858
,,,AMEX60DDU001002859
,,,AMEX60DDU001002866
,,,AMEX60DDU001002867
,,,AMEX60DDU001002868
,,,AMEX60DDU001002869
,,,AMEX60DDU001002872
,,,AMEX60DDU001002873
,,,AMEX60DDU001002874
,,,AMEX60DDU001002875
,,,AMEX60DDU001002878
,,,AMEX60DDU001002879
,,,AMEX60DDU001002880
,,,AMEX60DDU001002881
,,,AMEX60DDU001002882
,,,AMEX60DDU001002883
,,,AMEX60DDU001002884
,,,AMEX60DDU001002885
,,,AMEX60DDU001002886
,,,AMEX60DDU001002887
,,,AMEX60DDU001002888
,,,AMEX60DDU001002889
,,,AMEX60DDU001002890
,,,AMEX60DDU001002892
,,,AMEX60DDU001002893
,,,AMEX60DDU001002894
,,,AMEX60DDU001002895
,,,AMEX60DDU001002896
,,,AMEX60DDU001002897
,,,AMEX60DDU001002898
,,,AMEX60DDU001002899
,,,AMEX60DDU001002900
,,,AMEX60DDU001002906
,,,AMEX60DDU001002907
,,,AMEX60DDU001002910
,,,AMEX60DDU001002912
,,,AMEX60DDU001002913
,,,AMEX60DDU001002915
,,,AMEX60DDU001002921
,,,AMEX60DDU001002929
,,,AMEX60DDU001002932
,,,AMEX60DDU001002934
,,,AMEX60DDU001002936
,,,AMEX60DDU001002938
,,,AMEX60DDU001002939
,,,AMEX60DDU001002940
,,,AMEX60DDU001002941
,,,AMEX60DDU001002942
,,,AMEX60DDU001002945
,,,AMEX60DDU001002946
,,,AMEX60DDU001002947
,,,AMEX60DDU001002950
,,,AMEX60DDU001002951
,,,AMEX60DDU001002953
,,,AMEX60DDU001002954
,,,AMEX60DDU001002955
,,,AMEX60DDU001002956
,,,AMEX60DDU001002964
,,,AMEX60DDU001002965
,,,AMEX60DDU001002966
,,,AMEX60DDU001002967
,,,AMEX60DDU001002968
,,,AMEX60DDU001002970
,,,AMEX60DDU001002971
,,,AMEX60DDU001002972
,,,AMEX60DDU001002973
,,,AMEX60DDU001002975
,,,AMEX60DDU001002976
,,,AMEX60DDU001002977
,,,AMEX60DDU001002978
,,,AMEX60DDU001002979
,,,AMEX60DDU001002980
,,,AMEX60DDU001002981
,,,AMEX60DDU001002982
,,,AMEX60DDU001002983
,,,AMEX60DDU001002985
,,,AMEX60DDU001002986
,,,AMEX60DDU001002987
,,,AMEX60DDU001002991
,,,AMEX60DDU001002993
,,,AMEX60DDU001002994
,,,AMEX60DDU001002995
,,,AMEX60DDU001002997
,,,AMEX60DDU001002999
,,,AMEX60DDU001003004
,,,AMEX60DDU001003007
,,,AMEX60DDU001003008
,,,AMEX60DDU001003009
,,,AMEX60DDU001003010
,,,AMEX60DDU001003011
,,,AMEX60DDU001003012
,,,AMEX60DDU001003014
,,,AMEX60DDU001003015
,,,AMEX60DDU001003016
,,,AMEX60DDU001003017
,,,AMEX60DDU001003018
,,,AMEX60DDU001003019
,,,AMEX60DDU001003020
,,,AMEX60DDU001003021
,,,AMEX60DDU001003022
,,,AMEX60DDU001003023
,,,AMEX60DDU001003024
,,,AMEX60DDU001003025
,,,AMEX60DDU001003027
,,,AMEX60DDU001003029
,,,AMEX60DDU001003030
,,,AMEX60DDU001003031
,,,AMEX60DDU001003033
,,,AMEX60DDU001003034
,,,AMEX60DDU001003035
,,,AMEX60DDU001003037
,,,AMEX60DDU001003039
,,,AMEX60DDU001003042
,,,AMEX60DDU001003043
,,,AMEX60DDU001003044
,,,AMEX60DDU001003045
,,,AMEX60DDU001003048
,,,AMEX60DDU001003049
,,,AMEX60DDU001003051
,,,AMEX60DDU001003052
,,,AMEX60DDU001003053
,,,AMEX60DDU001003054
,,,AMEX60DDU001003055
,,,AMEX60DDU001003056
,,,AMEX60DDU001003057
,,,AMEX60DDU001003059
,,,AMEX60DDU001003061
,,,AMEX60DDU001003062
,,,AMEX60DDU001003063
,,,AMEX60DDU001003075
,,,AMEX60DDU001003076
,,,AMEX60DDU001003078
,,,AMEX60DDU001003079
,,,AMEX60DDU001003081
,,,AMEX60DDU001003094
,,,AMEX60DDU001003098
,,,AMEX60DDU001003102
,,,AMEX60DDU001003103
,,,AMEX60DDU001003105
,,,AMEX60DDU001003107
,,,L1TD1::AMEX60DDU001003109
,,,AMEX60DDU001003115
,,,AMEX60DDU001003117
,,,AMEX60DDU001003118
,,,AMEX60DDU001003120
,,,AMEX60DDU001003127
,,,AMEX60DDU001003129
,,,AMEX60DDU001003130
,,,AMEX60DDU001003131
,,,AMEX60DDU001003132
,,,AMEX60DDU001003133
,,,AMEX60DDU001003134
,,,AMEX60DDU001003136
,,,AMEX60DDU001003137
,,,AMEX60DDU001003138
,,,AMEX60DDU001003141
,,,AMEX60DDU001003142
,,,AMEX60DDU001003145
,,,AMEX60DDU001003146
,,,AMEX60DDU001003147
,,,AMEX60DDU001003148
,,,AMEX60DDU001003149
,,,AMEX60DDU001003150
,,,AMEX60DDU001003152
,,,AMEX60DDU001003153
,,,AMEX60DDU001003154
,,,AMEX60DDU001003155
,,,AMEX60DDU001003157
,,,AMEX60DDU001003158
,,,AMEX60DDU001003160
,,,AMEX60DDU001003159
,,,AMEX60DDU001003161
,,,AMEX60DDU001003162
,,,AMEX60DDU001003165
,,,AMEX60DDU001003166
,,,AMEX60DDU001003167
,,,AMEX60DDU001003168
,,,AMEX60DDU001003169
,,,AMEX60DDU001003171
,,,AMEX60DDU001003172
,,,AMEX60DDU001003176
,,,AMEX60DDU001003177
,,,AMEX60DDU001003178
,,,AMEX60DDU001003179
,,,AMEX60DDU001003180
,,,AMEX60DDU001003181
,,,AMEX60DDU001003182
,,,AMEX60DDU001003183
,,,AMEX60DDU001003184
,,,AMEX60DDU001003185
,,,AMEX60DDU001003186
,,,AMEX60DDU001003187
,,,AMEX60DDU001003188
,,,AMEX60DDU001003191
,,,AMEX60DDU001003192
,,,AMEX60DDU001003193
,,,AMEX60DDU001003194
,,,AMEX60DDU001003196
,,,AMEX60DDU001003198
,,,AMEX60DDU001003202
,,,AMEX60DDU001003204
,,,AMEX60DDU001003206
,,,AMEX60DDU001003207
,,,AMEX60DDU001003209
,,,AMEX60DDU001003213
,,,AMEX60DDU001003214
,,,AMEX60DDU001003215
,,,AMEX60DDU001003225
,,,AMEX60DDU001003227
,,,AMEX60DDU001003229
,,,AMEX60DDU001003230
,,,AMEX60DDU001003231
,,,AMEX60DDU001003232
,,,AMEX60DDU001003246
,,,AMEX60DDU001003247
,,,AMEX60DDU001003248
,,,AMEX60DDU001003249
,,,AMEX60DDU001003250
,,,AMEX60DDU001003251
,,,AMEX60DDU001003253
,,,AMEX60DDU001003254
,,,AMEX60DDU001003255
,,,AMEX60DDU001003257
,,,AMEX60DDU001003258
,,,AMEX60DDU001003259
,,,AMEX60DDU001003260
,,,AMEX60DDU001003261
,,,AMEX60DDU001003262
,,,AMEX60DDU001003263
,,,AMEX60DDU001003264
,,,AMEX60DDU001003265
,,,AMEX60DDU001003266
,,,AMEX60DDU001003267
,,,AMEX60DDU001003268
,,,AMEX60DDU001003270
,,,AMEX60DDU001003272
,,,AMEX60DDU001003273
,,,AMEX60DDU001003275
,,,AMEX60DDU001003276
,,,AMEX60DDU001003277
,,,AMEX60DDU001003278
,,,AMEX60DDU001003279
,,,AMEX60DDU001003280
,,,AMEX60DDU001003281
,,,AMEX60DDU001003284
,,,AMEX60DDU001003285
,,,AMEX60DDU001003287
,,,AMEX60DDU001003288
,,,AMEX60DDU001003289
,,,AMEX60DDU001003292
,,,AMEX60DDU001003293
,,,AMEX60DDU001003294
,,,AMEX60DDU001003295
,,,AMEX60DDU001003297
,,,AMEX60DDU001003298
,,,AMEX60DDU001003300
,,,AMEX60DDU001003301
,,,AMEX60DDU001003303
,,,AMEX60DDU001003304
,,,AMEX60DDU001003307
,,,AMEX60DDU001003308
,,,AMEX60DDU001003309
,,,AMEX60DDU001003310
,,,AMEX60DDU001003311
,,,AMEX60DDU001003312
,,,AMEX60DDU001003313
,,,AMEX60DDU001003314
,,,AMEX60DDU001003315
,,,AMEX60DDU001003316
,,,AMEX60DDU001003317
,,,AMEX60DDU001003319
,,,AMEX60DDU001003320
,,,AMEX60DDU001003321
,,,AMEX60DDU001003322
,,,AMEX60DDU001003323
,,,AMEX60DDU001003324
,,,AMEX60DDU001003327
,,,AMEX60DDU001003328
,,,AMEX60DDU001003329
,,,RTL1::AMEX60DDU001003330
,,,AMEX60DDU001003331
,,,AMEX60DDU001003333
,,,AMEX60DDU001003334
,,,AMEX60DDU001003335
,,,AMEX60DDU001003336
,,,AMEX60DDU001003337
,,,AMEX60DDU001003338
,,,AMEX60DDU001003339
,,,AMEX60DDU001003340
,,,AMEX60DDU001003341
,,,AMEX60DDU001003342
,,,AMEX60DDU001003343
,,,AMEX60DDU001003344
,,,AMEX60DDU001003345
,,,AMEX60DDU001003346
,,,AMEX60DDU001003347
,,,AMEX60DDU001003348
,,,AMEX60DDU001003349
,,,AMEX60DDU001003350
,,,AMEX60DDU001003351
,,,AMEX60DDU001003353
,,,AMEX60DDU001003354
,,,AMEX60DDU001003356
,,,AMEX60DDU001003357
,,,AMEX60DDU001003358
,,,AMEX60DDU001003359
,,,AMEX60DDU001003360
,,,AMEX60DDU001003361
,,,AMEX60DDU001003362
,,,AMEX60DDU001003364
,,,AMEX60DDU001003365
,,,AMEX60DDU001003367
,,,AMEX60DDU001003368
,,,AMEX60DDU001003369
,,,AMEX60DDU001003370
,,,AMEX60DDU001003371
,,,AMEX60DDU001003372
,,,AMEX60DDU001003373
,,,AMEX60DDU001003374
,,,AMEX60DDU001003376
,,,AMEX60DDU001003378
,,,AMEX60DDU001003379
,,,AMEX60DDU001003381
,,,AMEX60DDU001003383
,,,AMEX60DDU001003386
,,,AMEX60DDU001003387
,,,AMEX60DDU001003391
,,,AMEX60DDU001003392
,,,AMEX60DDU001003394
,,,AMEX60DDU001003395
,,,AMEX60DDU001003396
,,,AMEX60DDU001003399
,,,AMEX60DDU001003403
,,,AMEX60DDU001003404
,,,AMEX60DDU001003405
,,,AMEX60DDU001003407
,,,AMEX60DDU001003408
,,,AMEX60DDU001003409
,,,AMEX60DDU001003410
,,,AMEX60DDU001003412
,,,AMEX60DDU001003413
,,,AMEX60DDU001003414
,,,AMEX60DDU001003415
,,,AMEX60DDU001003417
,,,AMEX60DDU001003419
,,,AMEX60DDU001003420
,,,AMEX60DDU001003422
,,,AMEX60DDU001003423
,,,AMEX60DDU001003424
,,,AMEX60DDU001003425
,,,AMEX60DDU001003426
,,,AMEX60DDU001003427
,,,AMEX60DDU001003429
,,,AMEX60DDU001003430
,,,AMEX60DDU001003431
,,,AMEX60DDU001003432
,,,AMEX60DDU001003434
,,,AMEX60DDU001003436
,,,AMEX60DDU001003437
,,,AMEX60DDU001003438
,,,AMEX60DDU001003439
,,,AMEX60DDU001003441
,,,AMEX60DDU001003442
,,,AMEX60DDU001003443
,,,AMEX60DDU001003444
,,,AMEX60DDU001003445
,,,AMEX60DDU001003446
,,,AMEX60DDU001003447
,,,AMEX60DDU001003450
,,,AMEX60DDU001003451
,,,AMEX60DDU001003452
,,,AMEX60DDU001003453
,,,AMEX60DDU001003454
,,,AMEX60DDU001003455
,,,AMEX60DDU001003456
,,,AMEX60DDU001003457
,,,AMEX60DDU001003458
,,,AMEX60DDU001003462
,,,AMEX60DDU001003472
,,,AMEX60DDU001003473
,,,AMEX60DDU001003474
,,,AMEX60DDU001003476
,,,AMEX60DDU001003477
,,,AMEX60DDU001003478
,,,AMEX60DDU001003479
,,,AMEX60DDU001003480
,,,AMEX60DDU001003481
,,,AMEX60DDU001003483
,,,AMEX60DDU001003484
,,,AMEX60DDU001003485
,,,AMEX60DDU001003486
,,,AMEX60DDU001003487
,,,AMEX60DDU001003489
,,,AMEX60DDU001003490
,,,AMEX60DDU001003491
,,,AMEX60DDU001003492
,,,AMEX60DDU001003493
,,,AMEX60DDU001003495
,,,AMEX60DDU001003496
,,,AMEX60DDU001003497
,,,AMEX60DDU001003498
,,,AMEX60DDU001003499
,,,PEG10::AMEX60DDU001003500
,,,AMEX60DDU001003502
,,,AMEX60DDU001003505
,,,AMEX60DDU001003507
,,,AMEX60DDU001003511
,,,AMEX60DDU001003513
,,,AMEX60DDU001003514
,,,AMEX60DDU001003517
,,,AMEX60DDU001003518
,,,AMEX60DDU001003519
,,,AMEX60DDU001003520
,,,AMEX60DDU001003522
,,,AMEX60DDU001003523
,,,AMEX60DDU001003524
,,,AMEX60DDU001003525
,,,AMEX60DDU001003526
,,,AMEX60DDU001003528
,,,AMEX60DDU001003529
,,,RTL1::AMEX60DDU001003532
,,,AMEX60DDU001003533
,,,AMEX60DDU001003534
,,,AMEX60DDU001003535
,,,AMEX60DDU001003539
,,,AMEX60DDU001003541
,,,AMEX60DDU001003542
,,,AMEX60DDU001003544
,,,AMEX60DDU001003545
,,,AMEX60DDU001003546
,,,AMEX60DDU001003547
,,,AMEX60DDU001003548
,,,AMEX60DDU001003549
,,,AMEX60DDU001003550
,,,AMEX60DDU001003552
,,,RTL1_MOUSE::AMEX60DDU001003553
,,,AMEX60DDU001003556
,,,AMEX60DDU001003557
,,,AMEX60DDU001003559
,,,AMEX60DDU001003560
,,,AMEX60DDU001003561
,,,AMEX60DDU001003564
,,,AMEX60DDU001003566
,,,AMEX60DDU001003567
,,,AMEX60DDU001003570
,,,AMEX60DDU001003571
,,,AMEX60DDU001003572
,,,AMEX60DDU001003573
,,,AMEX60DDU001003574
,,,AMEX60DDU001003575
,,,AMEX60DDU001003576
,,,AMEX60DDU001003577
,,,AMEX60DDU001003583
,,,AMEX60DDU001003584
,,,AMEX60DDU001003585
,,,AMEX60DDU001003587
,,,AMEX60DDU001003588
,,,AMEX60DDU001003589
,,,AMEX60DDU001003590
,,,AMEX60DDU001003594
,,,AMEX60DDU001003595
,,,AMEX60DDU001003596
,,,AMEX60DDU001003606
,,,AMEX60DDU001003607
,,,AMEX60DDU001003608
,,,AMEX60DDU001003609
,,,AMEX60DDU001003611
,,,AMEX60DDU001003612
,,,AMEX60DDU001003613
,,,AMEX60DDU001003614
,,,AMEX60DDU001003616
,,,AMEX60DDU001003617
,,,AMEX60DDU001003621
,,,AMEX60DDU001003622
,,,AMEX60DDU001003623
,,,AMEX60DDU001003624
,,,AMEX60DDU001003625
,,,AMEX60DDU001003626
,,,AMEX60DDU001003629
,,,AMEX60DDU001003636
,,,AMEX60DDU001003638
,,,AMEX60DDU001003639
,,,AMEX60DDU001003640
,,,AMEX60DDU001003643
,,,AMEX60DDU001003645
,,,AMEX60DDU001003646
,,,AMEX60DDU001003649
,,,AMEX60DDU001003650
,,,AMEX60DDU001003651
,,,AMEX60DDU001003658
,,,AMEX60DDU001003659
,,,AMEX60DDU001003660
,,,AMEX60DDU001003661
,,,AMEX60DDU001003662
,,,AMEX60DDU001003664
,,,AMEX60DDU001003667
,,,AMEX60DDU001003668
,,,AMEX60DDU001003669
,,,AMEX60DDU001003670
,,,AMEX60DDU001003671
,,,AMEX60DDU001003672
,,,AMEX60DDU001003673
,,,AMEX60DDU001003675
,,,AMEX60DDU001003678
,,,AMEX60DDU001003679
,,,AMEX60DDU001003680
,,,AMEX60DDU001003682
,,,AMEX60DDU001003683
,,,AMEX60DDU001003684
,,,AMEX60DDU001003686
,,,AMEX60DDU001003689
,,,AMEX60DDU001003690
,,,AMEX60DDU001003692
,,,AMEX60DDU001003693
,,,AMEX60DDU001003695
,,,AMEX60DDU001003697
,,,AMEX60DDU001003698
,,,AMEX60DDU001003700
,,,AMEX60DDU001003701
,,,AMEX60DDU001003703
,,,AMEX60DDU001003705
,,,AMEX60DDU001003706
,,,AMEX60DDU001003708
,,,AMEX60DDU001003709
,,,AMEX60DDU001003710
,,,AMEX60DDU001003712
,,,AMEX60DDU001003713
,,,AMEX60DDU001003714
,,,AMEX60DDU001003715
,,,AMEX60DDU001003716
,,,AMEX60DDU001003717
,,,AMEX60DDU001003718
,,,AMEX60DDU001003720
,,,AMEX60DDU001003722
,,,AMEX60DDU001003724
,,,AMEX60DDU001003725
,,,AMEX60DDU001003726
,,,AMEX60DDU001003727
,,,AMEX60DDU001003728
,,,AMEX60DDU001003729
,,,AMEX60DDU001003730
,,,AMEX60DDU001003732
,,,AMEX60DDU001003733
,,,AMEX60DDU001003734
,,,AMEX60DDU001003735
,,,AMEX60DDU001003736
,,,AMEX60DDU001003737
,,,AMEX60DDU001003742
,,,AMEX60DDU001003746
,,,AMEX60DDU001003747
,,,AMEX60DDU001003748
,,,AMEX60DDU001003749
,,,AMEX60DDU001003752
,,,AMEX60DDU001003753
,,,AMEX60DDU001003754
,,,AMEX60DDU001003755
,,,AMEX60DDU001003757
,,,AMEX60DDU001003756
,,,AMEX60DDU001003758
,,,AMEX60DDU001003759
,,,RTL1::AMEX60DDU001003760
,,,AMEX60DDU001003762
,,,AMEX60DDU001003763
,,,AMEX60DDU001003764
,,,AMEX60DDU001003765
,,,AMEX60DDU001003766
,,,AMEX60DDU001003768
,,,AMEX60DDU001003769
,,,AMEX60DDU001003770
,,,AMEX60DDU001003771
,,,AMEX60DDU001003774
,,,AMEX60DDU001003775
,,,AMEX60DDU001003776
,,,AMEX60DDU001003777
,,,L1TD1::AMEX60DDU001003778
,,,AMEX60DDU001003779
,,,AMEX60DDU001003780
,,,AMEX60DDU001003781
,,,AMEX60DDU001003782
,,,AMEX60DDU001003783
,,,AMEX60DDU001003787
,,,AMEX60DDU001003788
,,,AMEX60DDU001003789
,,,AMEX60DDU001003791
,,,AMEX60DDU001003792
,,,AMEX60DDU001003793
,,,AMEX60DDU001003798
,,,AMEX60DDU001003804
,,,AMEX60DDU001003805
,,,AMEX60DDU001003806
,,,AMEX60DDU001003807
,,,AMEX60DDU001003808
,,,AMEX60DDU001003809
,,,AMEX60DDU001003810
,,,AMEX60DDU001003811
,,,AMEX60DDU001003812
,,,AMEX60DDU001003813
,,,AMEX60DDU001003814
,,,AMEX60DDU001003816
,,,AMEX60DDU001003817
,,,AMEX60DDU001003819
,,,AMEX60DDU001003820
,,,AMEX60DDU001003822
,,,AMEX60DDU001003825
,,,AMEX60DDU001003826
,,,AMEX60DDU001003828
,,,AMEX60DDU001003829
,,,AMEX60DDU001003832
,,,AMEX60DDU001003836
,,,AMEX60DDU001003838
,,,AMEX60DDU001003840
,,,AMEX60DDU001003841
,,,AMEX60DDU001003866
,,,L1TD1-LIKE::AMEX60DDU001003868
,,,AMEX60DDU001003869
,,,AMEX60DDU001003870
,,,AMEX60DDU001003871
,,,AMEX60DDU001003876
,,,RTL1::AMEX60DDU001003877
,,,AMEX60DDU001003878
,,,AMEX60DDU001003879
,,,AMEX60DDU001003883
,,,AMEX60DDU001003884
,,,AMEX60DDU001003886
,,,AMEX60DDU001003887
,,,AMEX60DDU001003891
,,,AMEX60DDU001003892
,,,AMEX60DDU001003893
,,,AMEX60DDU001003910
,,,AMEX60DDU001003911
,,,AMEX60DDU001003912
,,,AMEX60DDU001003913
,,,AMEX60DDU001003914
,,,AMEX60DDU001003915
,,,AMEX60DDU001003916
,,,AMEX60DDU001003917
,,,AMEX60DDU001003919
,,,AMEX60DDU001003920
,,,AMEX60DDU001003921
,,,AMEX60DDU001003922
,,,AMEX60DDU001003925
,,,AMEX60DDU001003928
,,,AMEX60DDU001003929
,,,AMEX60DDU001003930
,,,AMEX60DDU001003931
,,,AMEX60DDU001003932
,,,AMEX60DDU001003933
,,,AMEX60DDU001003935
,,,AMEX60DDU001003937
